mjj,cwola_score,truth_label
3360.1803828420534,0.04668776907499579,0
2356.7050417066894,0.30119835236135173,0
4111.252614777862,0.3735246635423295,0
3490.3150631653098,0.04342624279666102,0
3073.532011626487,0.007252108601385671,0
3246.2182688590897,0.0,0
3229.7520814214176,0.22931367978997844,0
2765.6632074286,0.14640502503075947,0
3088.0591827680682,0.25915166411415513,0
3240.637045480534,0.16829619617925023,0
3799.2586622984404,0.16390579250449297,0
2067.5566972924034,0.002736523590856854,0
2188.258794251712,0.3205596598104942,0
3459.322556006115,0.05028835985435469,0
3097.2587082037,0.11203198599568581,0
2706.991918112396,0.0,0
4749.4582746678825,0.2836239901312235,0
3346.283147902131,0.18097358274243538,0
3398.599590202794,0.3580219418778018,0
2770.0514318722035,0.23183211628108086,0
3793.7388079197185,0.3202261167439689,0
2303.4981208458994,0.2327492779012858,0
2803.5421066670724,0.1563489156976062,0
3834.3707358186984,0.1619510484118392,0
3662.9586725123395,0.2567461579732558,0
3726.10607810713,0.20149095212255874,0
4400.8570308862545,0.14817593648174185,0
2725.61877521011,0.03687831262926981,0
3957.1637981647696,0.08656582470106995,0
2572.3829951106136,0.23450628039591237,0
3464.367245267024,0.179387732460849,0
2270.5589464176614,0.0,0
2783.78168498596,0.0,0
3244.9230872387234,0.17760396512815868,0
4262.704041383622,0.10414669327660052,0
3395.645271097514,0.028807728824863543,0
3924.110802595285,0.07526875678297418,0
3570.984292900157,0.36918470136130765,0
3597.3899145924506,0.10712365494037848,0
3290.6751893388455,0.11095185323696155,0
3367.48812394933,0.26398515320621857,0
3546.4065770609363,0.08802970738031149,0
2955.7028217209604,0.09314316713324712,0
3170.7789903646108,0.2454101140993022,0
4617.190100175429,0.3729141032982092,0
4734.2100222015615,0.2901678608506162,0
2890.7970197616883,0.2599911111729829,0
2416.773146559428,0.1501740886180023,0
5145.736519074142,0.13847671311035295,0
1953.4676592097858,0.0,0
2480.8772608421373,0.20543633638951286,0
3592.940259657801,0.1645525145447324,0
2122.1541471804003,0.07661988049376313,0
2990.1849027321664,0.13879850438154354,0
3875.476303819861,0.1527987998518097,0
1500.0,0.09132516828565787,0
3662.934436074227,0.1670861721123462,0
2295.6013086110715,0.05740540156670542,0
1500.0,0.26968356337648197,0
1796.7668566620362,0.02630896930050069,0
3462.984768485352,0.22355952991232314,0
4259.135916264498,0.15796264847117608,0
2192.4823538914084,0.07638968229107362,0
3060.8129426136343,0.06543936657339687,0
3382.766390361522,0.09408840911144649,0
2740.4258905049087,0.0,0
1791.5489150894673,0.01008975086761879,0
2742.964518069385,0.3115803665499657,0
3508.5927186351255,0.14489591026718845,0
3326.845937396448,0.0894194231230397,0
2490.6038516127055,0.08810497481693658,0
2066.5698096940223,0.04572034338729863,0
3925.3049754384906,0.26041408095755275,0
3413.7628099999115,0.20623053758155507,0
4110.33893952326,0.24709550433725558,0
2577.1508049106947,0.09858095263943191,0
2295.8804295114173,0.0,0
3282.7751349542527,0.041769028929243376,0
2701.9720243821375,0.24331455379516104,0
3010.9734238594574,0.16311358040746876,0
4093.2568678111597,0.19964557950241252,0
3243.51249969004,0.22858111874911807,0
3902.396997964648,0.17418287807768643,0
2458.553139883218,0.33118074078476795,0
2662.612949027673,0.0,0
3934.2561847490806,0.19086355107690237,0
2397.3792846823344,0.0,0
3297.4527960253977,0.013924368391326186,0
1686.0066824088124,0.11541995782906289,0
3789.136594790444,0.2126929550728848,0
2829.9544566465256,0.10259048752368143,0
2120.293454102076,0.017008472871469033,0
1940.942136745554,0.04141848905296203,0
3351.2483643622063,0.06545149855166049,0
2971.3394530880446,0.04923798921729228,0
4359.008961110494,0.31577247192067864,0
3631.3034423029912,0.13658368603122156,0
3514.24835556431,0.3155997905137723,0
3378.57857320457,0.29608379727272666,0
2907.4807865162106,0.08271854222507175,0
3267.1500068015844,0.1880779246866068,0
3966.438829496966,0.17488446197979937,0
3320.306172662562,0.031024231769065685,0
1871.146911410429,0.0,0
3717.1018146999863,0.07278536638156828,0
1772.8754793675419,0.11950187014218334,0
3912.1159246089064,0.39891894518939797,0
3774.8438595644184,0.08002978123881065,0
3137.595830459027,0.09548654940021951,0
2839.056077424096,0.2331014243211545,0
