cwola_score,truth_label
0.24982638072755575,0
0.2892734366110523,0
0.3906460189717992,0
0.30280004853416126,0
0.41758286739023454,0
0.4952902868608533,0
0.3078485673240657,0
0.15963844024769624,0
0.33348607109511585,0
0.5182050953609938,0
0.17058974353104248,0
0.33012714945532085,0
0.4837995464283936,0
0.22453690320490352,0
0.2993240142515582,0
0.2346704435528685,0
0.16463879490570676,0
0.1573609193309608,0
0.33181855480068423,0
0.31674889549701624,0
0.33357716059150727,0
0.1722547861387342,0
0.412649738960622,0
0.12609717866597273,0
0.3666911861355897,0
0.3047184790635337,0
0.10513523737819469,0
0.3965142598969297,0
0.259643417967752,0
0.6187362702534389,0
0.23299454629000652,0
0.5537705140372895,0
0.1724996160894617,0
0.07812473819525131,0
0.5033456285155682,0
0.05643065738002184,0
0.12747628083846427,0
0.43489896676547574,0
0.2505879603144246,0
0.2838288184760229,0
0.476286207542423,0
0.42220735887761907,0
0.21224608490039915,0
0.06009276405083431,0
0.16560945201634883,0
0.18240448536636011,0
0.4531122212397657,0
0.5572035719250353,0
0.09831969834385784,0
0.24074063665393178,0
0.5380667399320632,0
0.21898716589256356,0
0.39961626762138824,0
0.37484129009743666,0
0.3637734573408181,0
0.2236610178211534,0
0.13197735077757086,0
0.27568432256683373,0
0.393354930059873,0
0.06231124958307367,0
0.6710638954626338,0
0.02928313802112492,0
0.047145840358655,0
0.12295534990607279,0
0.20248473506546472,0
0.2708351853146488,0
0.2619742964456215,0
0.28691950603433547,0
0.17713187832623153,0
0.5831765689957006,0
0.21406696810071246,0
0.2587862602458306,0
0.11290924469543587,0
0.24856228821292736,0
0.5072114466808424,0
0.5286104335166321,0
0.4244165830407078,0
0.2908290592670755,0
0.2531368313848886,0
0.4299656210490688,0
0.20416360720631177,0
0.37623035645614367,0
0.30956815109908176,0
0.30823784129177784,0
0.4807984127831829,0
0.10061395483922311,0
0.328415714205849,0
0.5948203773216418,0
0.23370062668475236,0
0.3150549099415707,0
0.27878285060565566,0
0.2185446794818759,0
0.0765747399407643,0
0.11673643531110724,0
0.3755504103583227,0
0.8032228442778847,0
0.1317583117257344,0
0.15234510929235204,0
0.34039446524905986,0
0.3228661252501196,0
0.37644636524553093,0
0.33679209758000406,0
0.17547856100304085,0
0.29582576814433964,0
0.35861646776599904,0
0.5513683985278152,0
0.24752728610525143,0
0.2600863512177677,0
0.5561623348399152,0
0.13964128693892852,0
0.4653089978460779,0
0.19232254306950894,0
0.35700420009061967,0
0.31808003479658825,0
0.13499533054749002,0
0.1991171254598954,0
0.28895629436809933,0
0.1269688953429804,0
0.15759744666985248,0
0.34860337251570156,0
0.26592993815558735,0
0.251355369148206,0
0.2876250709405293,0
0.22671337413003484,0
0.26350285868125556,0
0.2543865772764331,0
0.15099099190651485,0
0.5501264226071302,0
0.6577220133356422,0
0.07723298228627971,0
0.32029953658004795,0
0.5152353562489995,0
0.3276398667846675,0
0.45023578297671707,0
0.2554919690284275,0
0.10038856734963288,0
0.0590379356449495,0
0.33008749243063107,0
0.24014328146527003,0
0.29774669987226815,0
0.3300400606647993,0
0.13625970856593622,0
0.25476697238223267,0
0.41796641199572454,0
0.5255559696514084,0
0.28991521718022584,0
0.4905756074495668,0
0.17897076695097128,0
0.1075091156952504,0
0.05856100531910638,0
0.3329311453156688,0
0.18071540563098124,0
0.23833264327249304,0
0.13871103406747223,0
0.11017065273397035,0
0.13043907584918454,0
0.44252741228073084,0
0.18894297366379303,0
0.3814434804545858,0
0.07453899873996211,0
0.2369170306213275,0
0.199745713376589,0
0.040883951594563976,0
0.1797900375002537,0
0.10119220331596178,0
0.36717848171911377,0
0.45424213436961824,0
0.6557003303294681,0
0.15341100187317547,0
0.09446103556783117,0
0.4656194677602697,0
0.20613336755308947,0
0.25541638325097843,0
0.5002321545337972,0
0.4358123026323978,0
0.23636534446705795,0
0.39860038291655164,0
0.0984802495633289,0
0.09105573106974135,0
0.16081831875971536,0
0.37534081284676557,0
0.4093199762700585,0
0.2272276753931414,0
0.04758653900546407,0
0.4393737672077423,0
0.2845818209032271,0
0.24441973084481672,0
0.05107137163071087,0
0.12996348879175548,0
0.5651953738529352,0
0.3771934862126338,0
0.6285278252226587,0
0.25485707119561835,0
0.3433717534833721,0
0.42371905833634554,0
0.4865076623323446,0
0.3870423095398606,0
0.28255527803556163,0
0.5218157861393827,0
0.39120903544407926,0
0.13940445442139618,0
0.041935120844106236,0
0.5181534999132493,0
0.21758193953468696,0
0.27854709880996914,0
0.22088718299360868,0
0.21192021279190842,0
0.35820843028557,0
0.26288564096054157,0
0.186633552240043,0
0.4566862642272163,0
0.18864539843879521,0
0.34684429380209997,0
0.5030821457064218,0
0.7418742654666035,0
0.1605011667327582,0
0.2794510694239525,0
0.14256448589163653,0
0.29114277474961525,0
0.170539117710744,0
0.6167706995224325,0
0.276626363245678,0
0.42592458078021656,0
0.08040045596717507,0
0.18347406625555657,0
0.28507992941087185,0
0.3025150381953851,0
0.3060957474809382,0
0.23162795195890468,0
0.13662881949735595,0
0.28301490363243875,0
0.5019072562788849,0
0.30200494673162287,0
0.2649511743403018,0
0.18668211600120543,0
0.4453382993975524,0
0.3842613114701188,0
0.31321609328665184,0
0.28338664898203764,0
0.0551907698341845,0
0.20621122871583508,0
0.16193379103488775,0
0.13895708767931447,0
0.17125549623092204,0
0.21239930928844303,0
0.09180268829438781,0
0.0779824964777989,0
0.26953611613674117,0
0.10722561319925644,0
0.24459141180243027,0
0.19740099607667208,0
0.29362123706464494,0
0.2108716830103945,0
0.29676906489190313,0
0.13671670228339364,0
0.12958999164796028,0
0.19732420784443822,0
0.6123036627999948,0
0.18422879407857964,0
0.24142106466134974,0
0.33405522235402757,0
0.11012724400475789,0
0.20311147554188985,0
0.23409980609635148,0
0.4415185624645671,0
0.2803079507424957,0
0.2883921723785241,0
0.2703077523199011,0
0.499067536173217,0
0.3239867891385143,0
0.5277429376205228,0
0.26668561627764553,0
0.4445192219602624,0
0.43103245680543517,0
0.46005138775781174,0
0.22096170588172068,0
0.3856524778328352,0
0.2815845298615956,0
0.11953414529402814,0
0.2505829838784099,0
0.315114936514422,0
0.13848124353776953,0
0.25849287476837507,0
0.5110887400325387,0
0.1472905650091037,0
0.4514039768479689,0
0.5662992089170011,0
0.15226697226995675,0
0.15189813578223937,0
0.47372019438478796,0
0.18085265569917203,0
0.10851170474037977,0
0.12294515490341716,0
0.564774603718056,0
0.0833017371310012,0
0.07251055565937506,0
0.2563403794519117,0
0.5289744046209396,0
0.336469782861416,0
0.3418222745064453,0
0.6495159559245542,0
0.15837563836023416,0
0.31889125036967064,0
0.13558237848859225,0
0.26024695073202814,0
0.26654624160313967,0
0.3356111086369491,0
0.33214026718828016,0
0.15512702198747588,0
0.11951491023394477,0
0.13164672216911974,0
0.6097370482040639,0
0.19080324891129471,0
0.12391976397611522,0
0.4538300789549488,0
0.1853205441536688,0
0.19513149881209585,0
0.21529027115193577,0
0.30958656886895125,0
0.4374459999659135,0
0.16429617529334792,0
0.5002094858340854,0
0.35998300118534327,0
0.20406745744837299,0
0.44965175039146743,0
0.46837580452208577,0
0.33252545277431533,0
0.7071403486205884,0
0.4872300664752709,0
0.34634612981867835,0
0.48736038698465617,0
0.5066187089366232,0
0.05516757256480757,0
0.05826851647682253,0
0.11624323137646775,0
0.4612893432769694,0
0.20693127189758176,0
0.09163946040145873,0
0.1765213703785108,0
0.3174363748033694,0
0.391461297253056,0
0.1719100461646958,0
0.3568954562302706,0
0.3647458321211296,0
0.5910885244120402,0
0.3056243060803359,0
0.8293193227116918,0
0.2381078602796076,0
0.18462247246669536,0
0.4319967011472694,0
0.5516551125115502,0
0.10758680334516307,0
0.15767674026700695,0
0.31527407577905664,0
0.4479385578200945,0
0.10809987033880128,0
0.29243581606125774,0
0.5789862147015026,0
0.33081385595048984,0
0.28137981761074216,0
0.6608008660311849,0
0.3942722200935265,0
0.4446925372844975,0
0.5551972050238632,0
0.38560291005875275,0
0.24538975069883925,0
0.39957350954577986,0
0.3323763605810304,0
0.21452301664203424,0
0.7214805418767049,0
0.40349921524713384,0
0.4514052217546174,0
0.4053576966831379,0
0.09106407065418687,0
0.3783072776385376,0
0.20103260805911258,0
0.15091415891222204,0
0.27293342047193253,0
0.25190189811886327,0
0.605893971506542,0
0.20083306413439322,0
0.17018149199009724,0
0.19967574686033765,0
0.44715005176007483,0
0.08269510547800292,0
0.4031652093179675,0
0.31066206058751683,0
0.4056988507030552,0
0.27176330149414535,0
0.3975618227675287,0
0.41594418952883955,0
0.17157580629633049,0
0.08561403174053892,0
0.4044037671465101,0
0.3830795979133945,0
0.3137070158744324,0
0.05213055622860756,0
0.34313401543858885,0
0.14415947104890747,0
0.42250132400497653,0
0.6089063117225376,0
0.4438698047256094,0
0.2351944924181552,0
0.2370181767639817,0
0.08744126002032883,0
0.19060365788313807,0
0.28876795125347315,0
0.5239060432512157,0
0.18879730981088272,0
0.4336166248800045,0
0.39193853220881353,0
0.09087839911967964,0
0.28940563860946883,0
0.3722184515450976,0
0.26046551940575524,0
0.6044821041903496,0
0.41801393358592276,0
0.31886333081682094,0
0.3103572583271491,0
0.4977209149746687,0
0.10743028815969742,0
0.221284972139275,0
0.2981100650394037,0
0.29561853505019514,0
0.1657086173974886,0
0.34854326956893344,0
0.013971392404216411,0
0.3229132865621898,0
0.03297827380969251,0
0.3401069417337723,0
0.18410878907976502,0
0.5280887831125469,0
0.19310837041141374,0
0.42542395640047515,0
0.42339918225697537,0
0.18069071873941947,0
0.14305016079326885,0
0.2405351692167078,0
0.22667184794405798,0
0.19170481245498577,0
0.35884015170944666,0
0.13840200553752308,0
0.18518767962131746,0
0.21975869913486273,0
0.4791133870658652,0
0.19212823211559882,0
0.3876270091337959,0
0.6423838631791943,0
0.41800597783575305,0
0.25372184026064365,0
0.287953015012877,0
0.37677607543446556,0
0.5095643789621589,0
0.311938094003307,0
0.43405697512472213,0
0.31950761290972024,0
0.237754179043215,0
0.23246782343713696,0
0.321197637890973,0
0.3176366012526216,0
0.4406786864222277,0
0.07461997310272316,0
0.34281297954826223,0
0.4455465758053849,0
0.5932332000132761,0
0.08752577184442759,0
0.236342032478023,0
0.3611684925877364,0
0.2526296854531515,0
0.7159884812099119,0
0.46264081796226203,0
0.28971016376394615,0
0.43645258878456805,0
0.0488887989553376,0
0.4592261211651306,0
0.43939916223146863,0
0.11281639378069169,0
0.2861867418300824,0
0.6000383100595492,0
0.3118253730766926,0
0.1765268534949331,0
0.42057210022312463,0
0.30679930334920286,0
0.1652759500414366,0
0.5596708414785019,0
0.09084105542722727,0
0.5217532127278398,0
0.263791875471726,0
0.14577112338362008,0
0.19757936009913576,0
0.34902329172381885,0
0.4191385975065461,0
0.42964290371738534,0
0.25861609090364424,0
0.20990361203551736,0
0.29801664246082715,0
0.08007661440787324,0
0.3697139517490661,0
0.1281900826795384,0
0.16243350582990493,0
0.5663466212202503,0
0.21870441568139487,0
0.2542733983610738,0
0.15057392099863637,0
0.16663365865052257,0
0.29458635943671374,0
0.24178004416327667,0
0.1659266071224128,0
0.38373550021542463,0
0.45247382121448715,0
0.11450537385204901,0
0.20445313583235553,0
0.6374956121660676,0
0.24929257632334914,0
0.08137978308014851,0
0.16325121679519192,0
0.3828956462842554,0
0.047431075945807914,0
0.5324373490627191,0
0.4619995523260771,0
0.428541378340489,0
0.17021986471169306,0
0.2798391685945194,0
0.36993693724593846,0
0.1906682102206961,0
0.5648379309374005,0
0.24874878872479783,0
0.3345041529737337,0
0.25310867793370706,0
0.16168057566200567,0
0.5278717669424007,0
0.31977407816415515,0
0.14710936982395267,0
0.3249464294855767,0
0.7025293933841341,0
0.1657329986869629,0
0.3444698114152321,0
0.27231602923387077,0
0.4259280582155953,0
0.3944024706477771,0
0.23318660178428824,0
0.20236876824575475,0
0.2845048390847182,0
0.772200964207285,0
0.06899725081427176,0
0.47318904517471194,0
0.12868499840585773,0
0.26185439422397133,0
0.18815827653800743,0
0.4783709154409809,0
0.28621502286692885,0
0.558541864725534,0
0.3346966917360896,0
0.2749976447197676,0
0.11899845856806092,0
0.5188949279385358,0
0.15605579918554197,0
0.35505647258049344,0
0.6181938989769219,0
0.5355987525172761,0
0.3684466154058236,0
0.2751939530291435,0
0.22939703283073717,0
0.025042822981591936,0
0.2835979111541513,0
0.27360887673674456,0
0.4310362441488597,0
0.12654830057069702,0
0.38235208571720475,0
0.2828975555434074,0
0.2350624390999985,0
0.22856874212449668,0
0.23705550069162756,0
0.1830672779151726,0
0.37205231807128936,0
0.41416254097754385,0
0.11156538459221021,0
0.23607772056896514,0
0.08194840093848116,0
0.39012484596946345,0
0.3573757099574376,0
0.5289320387984934,0
0.7338930209180928,0
0.4068347184663114,0
0.41624870633050726,0
0.3900876436558154,0
0.20023298354020036,0
0.5337116555780788,0
0.49609653663114356,0
0.23275823705477383,0
0.28457731098494793,0
0.33867475375401856,0
0.39330467784838274,0
0.5697615955121769,0
0.6807092655985274,0
0.10590483706861711,0
0.2611518898889391,0
0.18746418413947633,0
